user_id,created_at,text
1376514879499104260,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376514890966310919,03/29/21,"b""'@S_SiscaJKT48 Masa Pandemi Covid-19 ? Susah Dapatkan Uang Sampingan ? Yuk, Langsung Saja Hubungi Kami ! Whatsapp ~&gt; +6285280375817'"""
1376514893487071238,03/29/21,"b""'Selamat HUT RSUD Panembahan Senopati Bantul ke-18, Satu Hati Satu Tekad dalam Pelayanan #COVID19... \xf0\x9f\x92\xaa \xe2\x81\xa3 #rsud\xe2\x80\xa6 https://t.co/u2jXlAypZA'"""
1376514895659720709,03/29/21,"b""'RT @pertubuhanbakti: Kalau hampa masih dok sibuk nak pertikai pasai Vaccine Covid19 ni agenda Yahudi lah, Freemason bagai terpulang lah.\xe2\x80\xa6'"""
1376514909219868672,03/29/21,"b""'Perdana Menteri Tan Sri Muhyiddin Yassin memberi jaminan kerajaan akan berusaha membantu memulihkan kehidupan rakya\xe2\x80\xa6 https://t.co/SMYNrs4blW'"""
1376514916681576451,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376514932330524674,03/29/21,"b""'@gabyJKT48 Masa Pandemi Covid-19 ? Susah Dapatkan Uang Sampingan ? Yuk, Langsung Saja Hubungi Kami ! Whatsapp ~&gt; +6285280375817'"""
1376514938244452352,03/29/21,"b""'RT @_thejakpar: KAMPUNG ORANG ASLI LUBUK PERAH TEGANG!!!  Dalam situasi pandemik covid-19 melanda negara sempat lagi pemaju &amp; pihak berkuas\xe2\x80\xa6'"""
1376514950990991366,03/29/21,"b""'17 Dosen USU Meninggal Terpapar Covid-19 - https://t.co/xwjva8JMYz'"""
1376514966593839114,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376514967881441280,03/29/21,"b""'RT @DGHisham: 29 Mac 2021: Jumlah kes COVID-19 adalah 941 kes  Selangor :219 kes Sabah :34 kes Johor :171 kes KL :57 kes N Sembilan :18 kes\xe2\x80\xa6'"""
1376514972981755907,03/29/21,"b""'@I_KathrinaJKT48 Masa Pandemi Covid-19 ? Susah Dapatkan Uang Sampingan ? Yuk, Langsung Saja Hubungi Kami ! Whatsapp ~&gt; +6285280375817'"""
1376514990753030149,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376514996511772674,03/29/21,"b""'RT @NarasiNewsroom: Jumlah kumulatif kasus konfirmasi positif COVID-19 di Indonesia kini sudah mencapai 1,5 juta, tepatnya 1.501.093 per Se\xe2\x80\xa6'"""
1376514996914425863,03/29/21,"b""'Program ini sebagai wujud nyata kesadaran PLN untuk menekan penyebaran virus covid -19. Selain itu vaksinasi day me\xe2\x80\xa6 https://t.co/IfgtNny5Na'"""
1376515028120084484,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515032335314944,03/29/21,"b""'@L_MarshaJKT48 Masa Pandemi Covid-19 ? Susah Dapatkan Uang Sampingan ? Yuk, Langsung Saja Hubungi Kami ! Whatsapp ~&gt; +6285280375817'"""
1376515046981820433,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515050534359043,03/29/21,"b""'Secara bertahap, program vaksinasi untuk pegawai PLN akan terus dilakukan di seluruh Indonesia. PLN juga memastikan\xe2\x80\xa6 https://t.co/p91FV0b5vf'"""
1376515060915269635,03/29/21,"b""'RT @1127x0205: yaudahlah poto sendirian juga gapapa kalo lo mau pake alesan korona gabole kumpul2 @weareoneEXO'"""
1376515068808982533,03/29/21,"b""'\xf0\x9f\x93\x8c Pemerkasaan Komuniti adalah senjata dalam usaha membendung penularan virus COVID-19  \xf0\x9f\x93\x8c Komuniti perlu pantau kawa\xe2\x80\xa6 https://t.co/xKVSi8ASuw'"""
1376515081798778880,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515091923836938,03/29/21,"b""'@fthrrhmn31 @dogtalked Syukram akhi, sy diajak Kemenparekraf Negara Lemuria untuk mengikuti uji coba Wisata Di Era Pandemi Covid 19'"""
1376515102338281477,03/29/21,"b""'RT @DGHisham: 29 Mac 2021: Jumlah kes COVID-19 adalah 941 kes  Selangor :219 kes Sabah :34 kes Johor :171 kes KL :57 kes N Sembilan :18 kes\xe2\x80\xa6'"""
1376515102589915136,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515102606716933,03/29/21,"b""'@S_GraciaJKT48 @LazadaID Masa Pandemi Covid-19 ? Susah Dapatkan Uang Sampingan ? Yuk, Langsung Saja Hubungi Kami !\xe2\x80\xa6 https://t.co/HBbrkiC1LY'"""
1376515114728185858,03/29/21,"b""'RT @DGHisham: 29 Mac 2021: Jumlah kes COVID-19 adalah 941 kes  Selangor :219 kes Sabah :34 kes Johor :171 kes KL :57 kes N Sembilan :18 kes\xe2\x80\xa6'"""
1376515122529587204,03/29/21,"b""'RT @muhammadiyah: Edaran PP Muhammadiyah Tentang Tuntunan Ibadah Ramadan 1442 H dalam Kondisi Darurat Covid-19 https://t.co/JIPyynVof9 #Muh\xe2\x80\xa6'"""
1376515123863429123,03/29/21,"b""'RT @f4izalhassan: Kes bawah 1,000 guys.  Adakah ini satu petandaaaa???????'"""
1376515129416634372,03/29/21,"b""'RT @TirtoID: Vaksinasi COVID-19 menggunakan AstraZeneca di Provinsi Sulawesi Utara dihentikan sementara setelah warga yang divaksin merasak\xe2\x80\xa6'"""
1376515130767273988,03/29/21,"b""'RT @f4izalhassan: Kes bawah 1,000 guys.  Adakah ini satu petandaaaa???????'"""
1376515133166350338,03/29/21,"b""'Vaksin Covid-19 yang Dikembangkan LIPI Diperkirakan Ujicoba Kuartal Ketiga 2021 https://t.co/x2Z3Kcx8FT'"""
1376515152674099207,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515156969025547,03/29/21,"b""'RT @JPenerangan: Kenyataan Media Menteri Kanan Pertahanan Mengenai Perintah Kawalan Pergerakan Bersyarat (PKPB) dan Perintah Kawalan Perger\xe2\x80\xa6'"""
1376515158063734793,03/29/21,"b""'RT @sociotalker: kalo gak mau efek samping, makan pecel lele aja'"""
1376515158214856704,03/29/21,"b""'IN SHAA ALLAH'"""
1376515177856692227,03/29/21,"b""'RT @JPenerangan: Perdana Menteri Tan Sri Muhyiddin Yassin memberi jaminan kerajaan akan berusaha membantu memulihkan kehidupan rakyat yang\xe2\x80\xa6'"""
1376515181769945100,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515181962928128,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515187021209601,03/29/21,"b""'RT @KKMPutrajaya: Pecahan kes baharu mengikut negeri, 29 Mac 2021.   #COVID19 https://t.co/FnnP5VXElT'"""
1376515196760387595,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515201084747788,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515222358302723,03/29/21,"b""'Bersama di Tennis Indoor Senayan, Jakarta.  Selain itu, PLN juga memasok listrik untuk infrastruktur kesehatan lain\xe2\x80\xa6 https://t.co/MDJH3ZaAOg'"""
1376515228800839685,03/29/21,"b""'RT @sociotalker: kalo gak mau efek samping, makan pecel lele aja'"""
1376515242587394054,03/29/21,"b""'RT @MKNJPM: TITAH DIRAJA PROGRAM PEMERKASAAN KOMUNITI  Marilah kita bersama-sama memerangi pandemik #COVID19 &amp; menunaikan kewajipan untuk m\xe2\x80\xa6'"""
1376515250254532613,03/29/21,"b""'RT @tterIndia: Market area m jakar kaun Holi banata hai Delhi mai ? Matlab bina piye hue! #HappyHoli'"""
1376515268600496129,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515269560963087,03/29/21,"b""'Sistem P-Care yg merupakan inovasi BPJS Kesehatan di program vaksinasi adalah untuk memperlancar program vaksinasi\xe2\x80\xa6 https://t.co/iT8cIg7nWR'"""
1376515289991368708,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515291614617600,03/29/21,"b""'RT @H_Bakkaniy: Bayangkan,bila  kes harian Covid-19 rendah hari ini rata-rata rakyat sudah memasang angan-angan untuk balik kampung berhari\xe2\x80\xa6'"""
1376515295758577667,03/29/21,"b""'RT @beritartm: 29 Mac- Program Imunisasi COVID-19 Kebangsaan: Fasa kedua bermula 19 April 2021  https://t.co/123yyqf4lr  'Yang sahih di Ber\xe2\x80\xa6'"""
1376515297864126467,03/29/21,"b""'RT @Separoh_Kumis: PESAN MENKES: SEGERA AJAK ANGGOTA KELUARGA YANG LANSIA UNTUK VAKSINASI COVID-19  Ayo buat sobat twips semua, target vaks\xe2\x80\xa6'"""
1376515304566710272,03/29/21,"b""'RT @RwandaLocalGov: Kuri uyu wa mbere hateranye inama yahuje @RwandaLocalGov, @RwandaHealth, @Rwandapolice, @CityofKigali, Intara zose n\xe2\x80\x99ub\xe2\x80\xa6'"""
1376515306990960640,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515315853451266,03/29/21,"b""'RT @sociotalker: kalo gak mau efek samping, makan pecel lele aja'"""
1376515335738683399,03/29/21,"b""'alhamdulillah alhamdulillah alhamdulillah \xf0\x9f\xa4\x8d'"""
1376515335961018368,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515338636914689,03/29/21,"b""'RT @sociotalker: kalo gak mau efek samping, makan pecel lele aja https://t.co/ct6MXTFhf7'"""
1376515342604804104,03/29/21,"b""'RT @DGHisham: 29 Mac 2021: Jumlah kes COVID-19 adalah 941 kes  Selangor :219 kes Sabah :34 kes Johor :171 kes KL :57 kes N Sembilan :18 kes\xe2\x80\xa6'"""
1376515347495317509,03/29/21,"b""'Di tempat pengungsian, Pertamina menyiapkan kelengkapan pencegahan Covid-19 berupa masker dan hand sanitizer, serta\xe2\x80\xa6 https://t.co/dhp0kgi6vQ'"""
1376515349647130625,03/29/21,"b""'inshaAllah \xf0\x9f\xa4\xb2\xf0\x9f\xa4\xb2\xf0\x9f\xa4\xb2\xf0\x9f\xa4\xb2'"""
1376515356974456832,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515359600091137,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515374624043008,03/29/21,"b""'RT @FezzaHussin: Lemme share dengan you guys job trend dekat Malaysia untuk tahun 2021 ni.  Job trend ni termasuklah highest paying jobs, p\xe2\x80\xa6'"""
1376515376746356741,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515384375828482,03/29/21,"b""'RT @e100ss: Vaksin Covid-19 yang Dikembangkan LIPI Diperkirakan Ujicoba Kuartal Ketiga 2021 https://t.co/x2Z3Kcx8FT'"""
1376515384593948673,03/29/21,"b""'RT @KhalidSamad: Darurat berniat kepentingan politik! Kerajaan pintu belakang dayus istihar darurat supaya Parlimen tidak bersidang. Ambil\xe2\x80\xa6'"""
1376515386527473665,03/29/21,"b""'RT @NS_Indah79: Menkes: Vaksinasi dan Pembatasan Mobilitas Akan Efektif Tekan Covid-19  Menteri Kesehatan (Menkes) Budi Gunadi Sadikin meng\xe2\x80\xa6'"""
1376515399290814475,03/29/21,"b""'BKAG Tebingtinggi Jadi Barisan Terdepan Sosialisasikan Prokes Covid-19 - https://t.co/XsEyeECJ6m https://t.co/fYTaYNJcBj'"""
1376515406119137281,03/29/21,"b""'tak mati pon lah kalau tak pergi haji, frontliner pon tak settle lagi \xf0\x9f\x98\x90'"""
1376515405905227782,03/29/21,"b""'\xf0\x9f\x93\x8c Kerajaan perkenal Program Agent Basmi COVID-19 (ABC-19) melalui pendekatan 'whole-of-society'  \xf0\x9f\x93\x8c Komuniti perlu m\xe2\x80\xa6 https://t.co/9ZN4FuMll8'"""
1376515413517869056,03/29/21,"b'\'RT @NS_Indah79: Airlangga: PPKM Mikro dan Vaksinasi Kunci Pengendalian Covid-19  ""Ke depannya (PPKM Mikro) tentu akan terus kita tingkatkan\xe2\x80\xa6\''"
1376515417364000770,03/29/21,"b""'\xf0\x9f\x93\x8c ABC-19 turut digerak bagi membuat hebahan pendidikan kesihatan serta bantu pendaftaran Program Imunisasi COVID-19 Kebangsaan'"""
1376515423793995780,03/29/21,"b""'BKAG Tebingtinggi Jadi Barisan Terdepan Sosialisasikan Prokes\xc2\xa0Covid-19 https://t.co/kR7NzWLq9x'"""
1376515425760993281,03/29/21,"b""'RT @AbdMalekHussin: Dengan penurunan kes baharu Covid-19 di Malaysia kepada hanya 941 (bawah 1,000), adakah ini petanda semakin cerah menuj\xe2\x80\xa6'"""
1376515426159620096,03/29/21,"b""'BKAG Tebingtinggi Jadi Barisan Terdepan Sosialisasikan Prokes\xc2\xa0Covid-19 https://t.co/XsEyeEUkuW'"""
1376515430852874241,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515438989877250,03/29/21,"b""'Bhabinkamtibmas Kel. Meteseh Polsek Tembalang Aiptu Saptiawan Riadi melaks PPKM Mikro dan ajak warga masy untuk tet\xe2\x80\xa6 https://t.co/KJ6phoqMXv'"""
1376515442903158790,03/29/21,"b""'RT @sociotalker: kalo gak mau efek samping, makan pecel lele aja'"""
1376515448037023751,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515458678075393,03/29/21,"b""'Kapolres Tebing Tinggi Pantau Vaksinisasi Covid \xe2\x80\x93\xc2\xa019 https://t.co/wPOdLfoPc7'"""
1376515460452118530,03/29/21,"b""'RT @DGHisham: 29 Mac 2021: Jumlah kes COVID-19 adalah 941 kes  Selangor :219 kes Sabah :34 kes Johor :171 kes KL :57 kes N Sembilan :18 kes\xe2\x80\xa6'"""
1376515486821666817,03/29/21,"b""'RT @pertubuhanbakti: Kalau hampa masih dok sibuk nak pertikai pasai Vaccine Covid19 ni agenda Yahudi lah, Freemason bagai terpulang lah.\xe2\x80\xa6'"""
1376515494027530245,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515494254051333,03/29/21,"b""'RT @KPU_ID: Halo #TemanPemilih yang sudah divaksin, hindari mengunggah sertifikat vaksinasi COVID-19 di media sosial ya.. #KPUmelayani http\xe2\x80\xa6'"""
1376515506799177729,03/29/21,"b""'RT @NelldeeShop: menjadi bagian pemutus penularan virus covid 19 dgn mematuhi prokes dengan ketat &amp; memiliki imun tubuh yg kuat karena meng\xe2\x80\xa6'"""
1376515509307371530,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515510288883714,03/29/21,"b""'2.065 Dosen Dan Tendik USU Ikuti Vaksinasi Massal Covid -19 - https://t.co/JrWvL9V7ZG'"""
1376515510964080642,03/29/21,"b""'Sebanyak 123 pegawai Kanreg II BKN (88 PNS &amp; 35 PPNPN) disuntik vaksin COVID-19 tahap I pada 25-27 Maret 2020 di Ru\xe2\x80\xa6 https://t.co/4LO4OvnBr0'"""
1376515515699449856,03/29/21,"b""'RT @Rakitanews1079: Kenduri kahwin dikenal pasti menjadi punca kluster baharu di Kelantan iaitu Kluster Paloh Rambai. Seramai 20 kes dalam\xe2\x80\xa6'"""
1376515534385160192,03/29/21,"b""'RT @AbdMalekHussin: Darurat 2021 diisytiharkan kerana alasan Covid-19. Tapi dalam Ordinan Darurat yg menyusul, Parlimen yg menjadi sasaran.\xe2\x80\xa6'"""
1376515535626665991,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515540496183298,03/29/21,"b""'RT @Marchfoward: Lama tak dgr kes Covid 19 Tiga digit. Keep it up guys follow the SOP  InsyaAllah kita akan menang lagi menjelang raya  P/S\xe2\x80\xa6'"""
1376515552064139265,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515554538708993,03/29/21,"b""'@nayanika07 Selamat malam. Railmin sarankan menggunakan pakaian lengan panjang ya kak dan juga celananya, agar lebi\xe2\x80\xa6 https://t.co/g6PDgDEbWA'"""
1376515563103477760,03/29/21,"b""'RT @NS_Indah79: Wow! Jumlah Penyuntikan Vaksin Covid-19 Akan Capai 10 Juta  Berdasarkan dinamika terkini, Menkes memberikan catatan mengena\xe2\x80\xa6'"""
1376515568904282112,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515570112159747,03/29/21,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'"""
1376515580455317508,03/29/21,"b""'maupun tempat isolasi spt hotel yg ditunjuk pemerintah serta Wisma Atlet  PLN akan terus berupaya memberikan pelaya\xe2\x80\xa6 https://t.co/XrvpLpWozF'"""
1376515617004511232,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515619105873920,03/29/21,"b""'Mudik Lebaran 2021 Dilarang, Menkes Budi: Sabar Dulu sampai Pandemi COVID-19 Terkontrol https://t.co/k1KFXtWGVn'"""
1376515619697221635,03/29/21,"b""'Tugu Simbol Perlawanan Covid-19: Tugu Simbol Perlawanan Covid-19. Tugu ini dibuat sebagai simbol untuk perlawanan t\xe2\x80\xa6 https://t.co/DRyfMYKqkw'"""
1376515628345921536,03/29/21,"b""'RT @ketengahketepi: Ingat kitaorang nak percaya ke https://t.co/2fgOQRDTxU'"""
1376515634729652226,03/29/21,"b""'#NawakNgalam, Pemerintah Kota (Pemkot) Malang terus optimis dalam penanganan COVID-19. https://t.co/b43St9gZcr'"""
1376515650370162689,03/29/21,"b""'RT @Rakitanews1079: Kenduri kahwin dikenal pasti menjadi punca kluster baharu di Kelantan iaitu Kluster Paloh Rambai. Seramai 20 kes dalam\xe2\x80\xa6'"""
